4375070101112763|02|2024|456
4375070101118760|02|2024|227
4375070101114645|02|2024|801
4375070101117523|02|2024|171
4375070101117655|02|2024|446
4375070101116780|02|2024|979
4375070101112755|02|2024|470
4375070101111146|02|2024|849
4375070101113878|02|2024|305
4375070101113506|02|2024|987
4375070101113415|02|2024|448
4375070101118430|02|2024|867
4375070101114348|02|2024|803
4375070101116426|02|2024|638
4375070101117200|02|2024|873
4375070101113357|02|2024|384
4375070101111856|02|2024|758
4375070101116186|02|2024|297
4375070101115782|02|2024|742
4375070101117754|02|2024|806
4375070101118224|02|2024|412
4375070101117051|02|2024|869
4375070101118380|02|2024|523
4375070101113811|02|2024|372
4375070101116558|02|2024|712
4375070101114504|02|2024|868
4375070101117614|02|2024|241
4375070101116764|02|2024|502
4375070101116558|02|2024|535
4375070101115808|02|2024|431
4375070101116186|02|2024|599
4375070101111567|02|2024|179
4375070101116541|02|2024|261
4375070101116046|02|2024|607
4375070101110205|02|2024|605
4375070101114041|02|2024|606
4375070101110478|02|2024|950
4375070101115055|02|2024|907
4375070101114405|02|2024|705
4375070101117051|02|2024|379
4375070101118018|02|2024|470
4375070101113423|02|2024|677
4375070101118232|02|2024|429
4375070101111468|02|2024|649
4375070101118067|02|2024|395
4375070101112045|02|2024|564
4375070101112813|02|2024|689
4375070101115675|02|2024|847
4375070101115105|02|2024|719
4375070101110577|02|2024|389
4375070101116277|02|2024|445
4375070101116533|02|2024|919
4375070101112763|02|2024|655
4375070101114777|02|2024|819
4375070101110387|02|2024|665
4375070101112136|02|2024|881
4375070101116285|02|2024|294
4375070101115055|02|2024|898
4375070101113464|02|2024|616
4375070101111260|02|2024|993
4375070101114637|02|2024|293
4375070101112847|02|2024|230
4375070101110882|02|2024|702
4375070101110668|02|2024|691
4375070101118828|02|2024|176
4375070101111286|02|2024|904
4375070101112748|02|2024|240
4375070101114421|02|2024|733
4375070101117010|02|2024|762
4375070101117655|02|2024|385
4375070101115782|02|2024|589
4375070101111880|02|2024|374
4375070101110247|02|2024|789
4375070101115774|02|2024|645
4375070101114546|02|2024|150
4375070101113050|02|2024|704
4375070101110155|02|2024|150
4375070101117705|02|2024|418
4375070101112458|02|2024|431
4375070101115014|02|2024|960
4375070101114140|02|2024|750
4375070101112045|02|2024|510
4375070101118174|02|2024|373
4375070101115337|02|2024|194
4375070101114140|02|2024|399
4375070101110643|02|2024|439
4375070101113761|02|2024|275
4375070101116756|02|2024|653
4375070101115873|02|2024|439
4375070101118455|02|2024|538
4375070101116103|02|2024|607
4375070101118257|02|2024|881
4375070101118620|02|2024|471
4375070101114207|02|2024|189
4375070101116004|02|2024|751
4375070101111732|02|2024|209
4375070101118463|02|2024|339
4375070101115071|02|2024|835
4375070101110585|02|2024|962
4375070101117416|02|2024|930
4375070101116640|02|2024|199
4375070101117234|02|2024|739
4375070101115337|02|2024|350
4375070101110767|02|2024|969
4375070101113720|02|2024|933
4375070101117044|02|2024|800
4375070101111658|02|2024|790
4375070101117705|02|2024|604
4375070101118570|02|2024|554
4375070101116434|02|2024|706
4375070101114876|02|2024|324
4375070101111351|02|2024|229
4375070101118521|02|2024|141
4375070101114561|02|2024|538
4375070101113761|02|2024|872
4375070101115766|02|2024|264
4375070101110106|02|2024|300
4375070101118653|02|2024|323
4375070101113845|02|2024|505
4375070101118208|02|2024|885
4375070101117424|02|2024|313
4375070101110247|02|2024|812
4375070101112664|02|2024|804
4375070101116426|02|2024|350
4375070101115170|02|2024|325
4375070101118638|02|2024|534
4375070101111401|02|2024|524
4375070101114108|02|2024|179
4375070101117044|02|2024|614
4375070101116806|02|2024|383
4375070101117044|02|2024|406
4375070101110262|02|2024|228
4375070101115568|02|2024|464
4375070101110031|02|2024|995
4375070101114652|02|2024|660
4375070101118885|02|2024|470
4375070101117358|02|2024|817
4375070101110858|02|2024|272
4375070101115055|02|2024|851
4375070101118026|02|2024|282
4375070101117275|02|2024|533
4375070101113456|02|2024|807
4375070101112763|02|2024|351
4375070101111187|02|2024|465
4375070101112482|02|2024|539
4375070101113613|02|2024|922
4375070101116277|02|2024|550
4375070101113555|02|2024|130
4375070101115147|02|2024|158
4375070101116343|02|2024|233
4375070101118471|02|2024|606
4375070101110106|02|2024|438
4375070101117812|02|2024|549
4375070101112227|02|2024|487
4375070101115287|02|2024|363
4375070101115055|02|2024|422
4375070101117564|02|2024|715
4375070101114744|02|2024|379
4375070101117671|02|2024|740
4375070101116780|02|2024|770
4375070101114348|02|2024|227
4375070101114173|02|2024|269
4375070101116731|02|2024|751
4375070101113803|02|2024|122
4375070101114488|02|2024|830
